1	figurative
2	figurative
3	figurative
4	nonfigurative
5	figurative
6	figurative
7	nonfigurative
8	nonfigurative
9	nonfigurative
10	figurative
11	figurative
12	figurative
13	nonfigurative
14	nonfigurative
15	figurative
16	figurative
17	nonfigurative
18	nonfigurative
19	nonfigurative
20	nonfigurative
21	nonfigurative
22	nonfigurative
23	nonfigurative
24	nonfigurative
25	figurative
26	nonfigurative
27	nonfigurative
28	nonfigurative
29	figurative
30	nonfigurative
31	nonfigurative
32	figurative
33	nonfigurative
34	nonfigurative
35	figurative
36	figurative
37	nonfigurative
38	nonfigurative
39	nonfigurative
40	nonfigurative
41	nonfigurative
42	nonfigurative
43	nonfigurative
44	figurative
45	figurative
46	figurative
47	figurative
48	nonfigurative
49	nonfigurative
50	nonfigurative
51	figurative
52	nonfigurative
53	figurative
54	nonfigurative
55	nonfigurative
56	figurative
57	nonfigurative
58	nonfigurative
59	nonfigurative
60	nonfigurative
61	nonfigurative
62	nonfigurative
63	nonfigurative
64	figurative
65	figurative
66	nonfigurative
67	figurative
68	figurative
69	figurative
70	nonfigurative
71	figurative
72	nonfigurative
73	nonfigurative
74	nonfigurative
75	figurative
76	nonfigurative
77	figurative
78	nonfigurative
79	nonfigurative
80	nonfigurative
81	figurative
82	figurative
83	figurative
84	nonfigurative
85	figurative
86	nonfigurative
87	nonfigurative
88	nonfigurative
89	nonfigurative
90	nonfigurative
91	figurative
92	nonfigurative
93	nonfigurative
94	figurative
95	figurative
96	nonfigurative
97	nonfigurative
98	nonfigurative
99	nonfigurative
100	figurative
101	figurative
102	nonfigurative
103	nonfigurative
104	figurative
105	nonfigurative
106	nonfigurative
107	figurative
108	nonfigurative
109	nonfigurative
110	nonfigurative
111	figurative
112	nonfigurative
113	figurative
114	nonfigurative
115	nonfigurative
116	nonfigurative
117	nonfigurative
118	figurative
119	figurative
120	figurative
121	figurative
122	figurative
123	nonfigurative
124	nonfigurative
125	figurative
126	figurative
127	nonfigurative
128	nonfigurative
129	figurative
130	nonfigurative
131	nonfigurative
132	nonfigurative
133	nonfigurative
134	nonfigurative
135	nonfigurative
136	nonfigurative
137	nonfigurative
138	nonfigurative
139	figurative
140	figurative
141	figurative
142	figurative
143	nonfigurative
144	figurative
145	figurative
146	nonfigurative
147	nonfigurative
148	figurative
149	nonfigurative
150	figurative
151	nonfigurative
152	figurative
153	figurative
154	nonfigurative
155	figurative
156	figurative
157	figurative
158	figurative
159	nonfigurative
160	figurative
161	nonfigurative
162	nonfigurative
163	nonfigurative
164	figurative
165	figurative
166	figurative
167	nonfigurative
168	figurative
169	nonfigurative
170	figurative
171	figurative
172	figurative
173	figurative
174	nonfigurative
175	figurative
176	figurative
177	figurative
178	figurative
179	figurative
180	nonfigurative
181	nonfigurative
182	figurative
183	nonfigurative
184	figurative
185	nonfigurative
186	figurative
187	figurative
188	nonfigurative
189	figurative
190	figurative
191	figurative
192	figurative
193	figurative
194	figurative
195	figurative
196	nonfigurative
197	figurative
198	figurative
199	nonfigurative
200	nonfigurative
201	figurative
202	figurative
203	figurative
204	figurative
205	figurative
206	nonfigurative
207	figurative
208	nonfigurative
209	figurative
210	figurative
211	nonfigurative
212	figurative
213	nonfigurative
214	nonfigurative
215	figurative
216	figurative
217	nonfigurative
218	figurative
219	figurative
220	nonfigurative
221	nonfigurative
222	nonfigurative
223	figurative
224	figurative
225	figurative
226	nonfigurative
227	figurative
228	figurative
229	figurative
230	nonfigurative
231	figurative
232	nonfigurative
233	nonfigurative
234	figurative
235	nonfigurative
236	figurative
237	figurative
238	figurative
239	nonfigurative
240	figurative
241	nonfigurative
242	figurative
243	nonfigurative
244	nonfigurative
245	nonfigurative
246	nonfigurative
247	figurative
248	nonfigurative
249	nonfigurative
250	figurative
251	figurative
252	figurative
253	nonfigurative
254	nonfigurative
255	nonfigurative
256	figurative
257	nonfigurative
258	figurative
259	nonfigurative
260	figurative
261	figurative
262	nonfigurative
263	nonfigurative
264	figurative
265	nonfigurative
266	nonfigurative
267	figurative
268	figurative
269	figurative
270	figurative
271	figurative
272	figurative
273	figurative
274	figurative
275	nonfigurative
276	figurative
277	nonfigurative
278	nonfigurative
279	nonfigurative
280	figurative
281	figurative
282	figurative
283	figurative
284	figurative
285	figurative
286	nonfigurative
287	figurative
288	figurative
289	figurative
290	figurative
291	figurative
292	nonfigurative
293	figurative
294	figurative
295	figurative
296	figurative
297	nonfigurative
298	nonfigurative
299	nonfigurative
300	nonfigurative
301	nonfigurative
302	figurative
303	nonfigurative
304	figurative
305	nonfigurative
306	nonfigurative
307	nonfigurative
308	nonfigurative
309	figurative
310	figurative
311	figurative
312	nonfigurative
313	nonfigurative
314	figurative
315	figurative
316	nonfigurative
317	nonfigurative
318	nonfigurative
319	figurative
320	nonfigurative
321	figurative
322	nonfigurative
323	figurative
324	figurative
325	nonfigurative
326	nonfigurative
327	figurative
328	figurative
329	nonfigurative
330	figurative
331	nonfigurative
332	figurative
333	figurative
334	nonfigurative
335	nonfigurative
336	nonfigurative
337	nonfigurative
338	figurative
339	nonfigurative
340	figurative
341	figurative
342	figurative
343	nonfigurative
344	nonfigurative
345	nonfigurative
346	figurative
347	nonfigurative
348	nonfigurative
349	figurative
350	nonfigurative
351	nonfigurative
352	nonfigurative
353	nonfigurative
354	figurative
355	nonfigurative
356	nonfigurative
357	nonfigurative
358	nonfigurative
359	nonfigurative
360	figurative
361	figurative
362	nonfigurative
363	nonfigurative
364	nonfigurative
365	nonfigurative
366	nonfigurative
367	nonfigurative
368	figurative
369	nonfigurative
370	nonfigurative
371	figurative
372	nonfigurative
373	figurative
374	figurative
375	nonfigurative
376	nonfigurative
377	nonfigurative
378	nonfigurative
379	nonfigurative
380	figurative
381	nonfigurative
382	nonfigurative
383	nonfigurative
384	figurative
385	nonfigurative
386	figurative
387	nonfigurative
388	nonfigurative
389	nonfigurative
390	nonfigurative
391	nonfigurative
392	nonfigurative
393	nonfigurative
394	nonfigurative
395	nonfigurative
396	nonfigurative
397	figurative
398	figurative
399	nonfigurative
400	nonfigurative
401	nonfigurative
402	nonfigurative
403	nonfigurative
404	figurative
405	nonfigurative
406	nonfigurative
407	nonfigurative
408	nonfigurative
409	nonfigurative
410	nonfigurative
411	nonfigurative
412	nonfigurative
413	nonfigurative
414	nonfigurative
415	nonfigurative
416	nonfigurative
417	figurative
418	nonfigurative
419	nonfigurative
420	nonfigurative
421	nonfigurative
422	figurative
423	nonfigurative
424	figurative
425	nonfigurative
426	nonfigurative
427	nonfigurative
428	nonfigurative
429	nonfigurative
430	nonfigurative
431	nonfigurative
432	nonfigurative
433	nonfigurative
434	nonfigurative
435	nonfigurative
436	figurative
437	nonfigurative
438	nonfigurative
439	nonfigurative
440	figurative
441	nonfigurative
442	figurative
443	nonfigurative
444	nonfigurative
445	figurative
446	nonfigurative
447	nonfigurative
448	nonfigurative
449	figurative
450	nonfigurative
451	nonfigurative
452	figurative
453	nonfigurative
454	figurative
455	nonfigurative
456	nonfigurative
457	nonfigurative
458	nonfigurative
459	nonfigurative
460	nonfigurative
461	nonfigurative
462	figurative
463	nonfigurative
464	figurative
465	figurative
466	figurative
467	nonfigurative
468	nonfigurative
469	figurative
470	nonfigurative
471	nonfigurative
472	nonfigurative
473	nonfigurative
474	nonfigurative
475	nonfigurative
476	nonfigurative
477	nonfigurative
478	nonfigurative
479	nonfigurative
480	figurative
481	figurative
482	nonfigurative
483	nonfigurative
484	nonfigurative
485	nonfigurative
486	nonfigurative
487	nonfigurative
488	nonfigurative
489	nonfigurative
490	nonfigurative
491	nonfigurative
492	nonfigurative
493	nonfigurative
494	nonfigurative
495	nonfigurative
496	nonfigurative
497	nonfigurative
498	nonfigurative
499	nonfigurative
500	nonfigurative
501	nonfigurative
502	nonfigurative
503	nonfigurative
504	nonfigurative
505	nonfigurative
506	nonfigurative
507	nonfigurative
508	nonfigurative
509	figurative
510	nonfigurative
511	nonfigurative
512	figurative
513	nonfigurative
514	nonfigurative
515	nonfigurative
516	figurative
517	nonfigurative
518	nonfigurative
519	nonfigurative
520	nonfigurative
521	nonfigurative
522	nonfigurative
523	nonfigurative
524	figurative
525	figurative
526	nonfigurative
527	nonfigurative
528	nonfigurative
529	nonfigurative
530	nonfigurative
531	figurative
532	nonfigurative
533	nonfigurative
534	figurative
535	nonfigurative
536	figurative
537	nonfigurative
538	figurative
539	figurative
540	nonfigurative
541	figurative
542	nonfigurative
543	nonfigurative
544	nonfigurative
545	nonfigurative
546	nonfigurative
547	nonfigurative
548	nonfigurative
549	nonfigurative
550	nonfigurative
551	nonfigurative
552	figurative
553	figurative
554	nonfigurative
555	figurative
556	nonfigurative
557	nonfigurative
558	nonfigurative
559	figurative
560	nonfigurative
561	nonfigurative
562	nonfigurative
563	nonfigurative
564	figurative
565	nonfigurative
566	nonfigurative
567	figurative
568	nonfigurative
569	nonfigurative
570	figurative
571	figurative
572	figurative
573	figurative
574	figurative
575	nonfigurative
576	nonfigurative
577	nonfigurative
578	figurative
579	nonfigurative
580	nonfigurative
581	figurative
582	nonfigurative
583	nonfigurative
584	nonfigurative
585	nonfigurative
586	figurative
587	nonfigurative
588	nonfigurative
589	nonfigurative
590	figurative
591	nonfigurative
592	nonfigurative
593	nonfigurative
594	nonfigurative
595	nonfigurative
596	nonfigurative
597	nonfigurative
598	nonfigurative
599	nonfigurative
600	nonfigurative
601	nonfigurative
602	nonfigurative
603	nonfigurative
604	nonfigurative
605	nonfigurative
606	nonfigurative
607	nonfigurative
608	nonfigurative
609	nonfigurative
610	nonfigurative
611	nonfigurative
612	nonfigurative
613	nonfigurative
614	nonfigurative
615	nonfigurative
616	nonfigurative
617	figurative
618	figurative
619	nonfigurative
620	figurative
621	nonfigurative
622	figurative
623	nonfigurative
624	nonfigurative
625	figurative
626	figurative
627	figurative
628	nonfigurative
629	nonfigurative
630	nonfigurative
631	figurative
632	figurative
633	figurative
634	figurative
635	figurative
636	nonfigurative
637	nonfigurative
638	nonfigurative
639	nonfigurative
640	nonfigurative
641	nonfigurative
642	figurative
643	nonfigurative
644	figurative
645	nonfigurative
646	figurative
647	nonfigurative
648	nonfigurative
649	nonfigurative
650	figurative
651	figurative
652	figurative
653	nonfigurative
654	figurative
655	nonfigurative
656	figurative
657	figurative
658	nonfigurative
659	nonfigurative
660	nonfigurative
661	nonfigurative
662	figurative
663	nonfigurative
664	figurative
665	nonfigurative
666	figurative
667	nonfigurative
668	nonfigurative
669	figurative
670	nonfigurative
671	figurative
672	figurative
673	figurative
674	nonfigurative
675	figurative
676	nonfigurative
677	nonfigurative
678	nonfigurative
679	nonfigurative
680	nonfigurative
681	nonfigurative
682	nonfigurative
683	nonfigurative
684	nonfigurative
685	nonfigurative
686	nonfigurative
687	nonfigurative
688	nonfigurative
689	nonfigurative
690	nonfigurative
691	nonfigurative
692	nonfigurative
693	nonfigurative
694	nonfigurative
695	nonfigurative
696	nonfigurative
697	nonfigurative
698	nonfigurative
699	nonfigurative
700	nonfigurative
701	nonfigurative
702	nonfigurative
703	nonfigurative
704	nonfigurative
705	nonfigurative
706	nonfigurative
707	nonfigurative
708	nonfigurative
709	nonfigurative
710	nonfigurative
711	nonfigurative
712	nonfigurative
713	nonfigurative
714	nonfigurative
715	nonfigurative
716	figurative
717	nonfigurative
718	nonfigurative
719	nonfigurative
720	nonfigurative
721	nonfigurative
722	nonfigurative
723	nonfigurative
724	nonfigurative
725	nonfigurative
726	nonfigurative
727	nonfigurative
728	nonfigurative
729	figurative
730	figurative
731	nonfigurative
732	nonfigurative
733	nonfigurative
734	nonfigurative
735	nonfigurative
736	nonfigurative
737	nonfigurative
738	nonfigurative
739	nonfigurative
740	nonfigurative
741	nonfigurative
742	nonfigurative
743	nonfigurative
744	nonfigurative
745	nonfigurative
746	nonfigurative
747	nonfigurative
748	nonfigurative
749	nonfigurative
750	nonfigurative
751	nonfigurative
752	figurative
753	nonfigurative
754	nonfigurative
755	nonfigurative
756	nonfigurative
757	nonfigurative
758	nonfigurative
759	nonfigurative
760	nonfigurative
761	nonfigurative
762	nonfigurative
763	nonfigurative
764	figurative
765	nonfigurative
766	nonfigurative
767	nonfigurative
768	nonfigurative
769	figurative
770	nonfigurative
771	nonfigurative
772	nonfigurative
773	nonfigurative
774	nonfigurative
775	nonfigurative
776	nonfigurative
777	nonfigurative
778	nonfigurative
779	figurative
780	nonfigurative
781	nonfigurative
782	nonfigurative
783	nonfigurative
784	nonfigurative
785	nonfigurative
786	nonfigurative
787	nonfigurative
788	nonfigurative
789	nonfigurative
790	nonfigurative
791	nonfigurative
792	nonfigurative
793	nonfigurative
794	nonfigurative
795	nonfigurative
796	nonfigurative
797	nonfigurative
798	nonfigurative
799	nonfigurative
800	nonfigurative
801	nonfigurative
802	nonfigurative
803	nonfigurative
804	nonfigurative
805	nonfigurative
806	nonfigurative
807	nonfigurative
808	nonfigurative
809	nonfigurative
810	nonfigurative
811	nonfigurative
812	nonfigurative
813	nonfigurative
814	nonfigurative
815	nonfigurative
816	nonfigurative
817	nonfigurative
818	nonfigurative
819	nonfigurative
820	nonfigurative
821	nonfigurative
822	nonfigurative
823	nonfigurative
824	nonfigurative
825	nonfigurative
826	nonfigurative
827	nonfigurative
828	nonfigurative
829	nonfigurative
830	figurative
831	nonfigurative
832	nonfigurative
833	nonfigurative
834	figurative
835	nonfigurative
836	nonfigurative
837	nonfigurative
838	nonfigurative
839	nonfigurative
840	figurative
841	nonfigurative
842	nonfigurative
843	nonfigurative
844	nonfigurative
845	nonfigurative
846	nonfigurative
847	nonfigurative
848	nonfigurative
849	nonfigurative
850	nonfigurative
851	nonfigurative
852	nonfigurative
853	nonfigurative
854	nonfigurative
855	nonfigurative
856	nonfigurative
857	nonfigurative
858	nonfigurative
859	nonfigurative
860	nonfigurative
861	nonfigurative
862	nonfigurative
863	nonfigurative
864	nonfigurative
865	nonfigurative
866	nonfigurative
867	nonfigurative
868	nonfigurative
869	nonfigurative
870	nonfigurative
871	nonfigurative
872	figurative
873	nonfigurative
874	nonfigurative
875	nonfigurative
876	nonfigurative
877	nonfigurative
878	nonfigurative
879	figurative
880	nonfigurative
881	nonfigurative
882	nonfigurative
883	nonfigurative
884	figurative
885	nonfigurative
886	nonfigurative
887	nonfigurative
888	figurative
889	nonfigurative
890	nonfigurative
891	nonfigurative
892	nonfigurative
893	nonfigurative
894	nonfigurative
895	nonfigurative
896	nonfigurative
897	nonfigurative
898	nonfigurative
899	nonfigurative
900	nonfigurative
901	nonfigurative
902	nonfigurative
903	nonfigurative
904	nonfigurative
905	nonfigurative
906	nonfigurative
907	nonfigurative
908	figurative
909	nonfigurative
910	nonfigurative
911	nonfigurative
912	figurative
913	nonfigurative
914	nonfigurative
915	nonfigurative
916	nonfigurative
917	nonfigurative
918	nonfigurative
919	nonfigurative
920	nonfigurative
921	nonfigurative
922	nonfigurative
923	figurative
924	figurative
925	nonfigurative
926	nonfigurative
927	nonfigurative
928	nonfigurative
929	nonfigurative
930	nonfigurative
931	nonfigurative
932	nonfigurative
933	nonfigurative
934	nonfigurative
935	nonfigurative
936	nonfigurative
937	nonfigurative
938	nonfigurative
939	nonfigurative
940	nonfigurative
941	nonfigurative
942	nonfigurative
943	figurative
944	nonfigurative
945	nonfigurative
946	nonfigurative
947	nonfigurative
948	nonfigurative
949	nonfigurative
950	nonfigurative
951	nonfigurative
952	nonfigurative
953	nonfigurative
954	nonfigurative
955	nonfigurative
956	nonfigurative
957	nonfigurative
958	nonfigurative
959	nonfigurative
960	nonfigurative
961	nonfigurative
962	nonfigurative
963	nonfigurative
964	nonfigurative
965	nonfigurative
966	nonfigurative
967	nonfigurative
968	nonfigurative
969	nonfigurative
970	nonfigurative
971	figurative
972	nonfigurative
973	nonfigurative
974	nonfigurative
975	nonfigurative
976	nonfigurative
977	nonfigurative
978	nonfigurative
979	nonfigurative
980	nonfigurative
981	nonfigurative
982	nonfigurative
983	nonfigurative
984	nonfigurative
985	nonfigurative
986	nonfigurative
987	nonfigurative
988	nonfigurative
989	nonfigurative
990	nonfigurative
991	nonfigurative
992	nonfigurative
993	nonfigurative
994	nonfigurative
995	nonfigurative
996	nonfigurative
997	nonfigurative
998	nonfigurative
999	nonfigurative
1000	nonfigurative
1001	nonfigurative
1002	nonfigurative
1003	nonfigurative
1004	figurative
1005	nonfigurative
1006	figurative
1007	nonfigurative
1008	figurative
1009	nonfigurative
1010	nonfigurative
1011	nonfigurative
1012	nonfigurative
1013	nonfigurative
1014	nonfigurative
1015	figurative
1016	figurative
1017	figurative
1018	nonfigurative
1019	figurative
1020	nonfigurative
1021	nonfigurative
1022	figurative
1023	figurative
1024	figurative
1025	figurative
1026	nonfigurative
1027	nonfigurative
1028	nonfigurative
1029	nonfigurative
1030	nonfigurative
1031	nonfigurative
1032	nonfigurative
1033	nonfigurative
1034	figurative
1035	nonfigurative
1036	figurative
1037	nonfigurative
1038	nonfigurative
1039	nonfigurative
1040	nonfigurative
1041	nonfigurative
1042	nonfigurative
1043	nonfigurative
1044	nonfigurative
1045	nonfigurative
1046	figurative
1047	figurative
1048	nonfigurative
1049	nonfigurative
1050	nonfigurative
1051	nonfigurative
1052	figurative
1053	figurative
1054	nonfigurative
1055	nonfigurative
1056	nonfigurative
1057	nonfigurative
1058	figurative
1059	nonfigurative
1060	nonfigurative
1061	nonfigurative
1062	nonfigurative
1063	nonfigurative
1064	nonfigurative
1065	figurative
1066	nonfigurative
1067	nonfigurative
1068	figurative
1069	nonfigurative
1070	figurative
1071	nonfigurative
1072	nonfigurative
1073	figurative
1074	nonfigurative
1075	nonfigurative
1076	nonfigurative
1077	figurative
1078	figurative
1079	nonfigurative
1080	figurative
1081	nonfigurative
1082	nonfigurative
1083	nonfigurative
1084	nonfigurative
1085	nonfigurative
1086	nonfigurative
1087	nonfigurative
1088	figurative
1089	nonfigurative
1090	nonfigurative
1091	nonfigurative
1092	nonfigurative
1093	nonfigurative
1094	nonfigurative
1095	nonfigurative
1096	nonfigurative
1097	nonfigurative
1098	figurative
1099	nonfigurative
1100	figurative
1101	nonfigurative
1102	nonfigurative
1103	nonfigurative
1104	nonfigurative
1105	nonfigurative
1106	nonfigurative
1107	figurative
1108	nonfigurative
1109	nonfigurative
1110	nonfigurative
1111	nonfigurative
1112	nonfigurative
1113	figurative
1114	figurative
1115	figurative
1116	nonfigurative
1117	nonfigurative
1118	nonfigurative
1119	nonfigurative
1120	figurative
1121	nonfigurative
1122	figurative
1123	nonfigurative
1124	nonfigurative
1125	nonfigurative
1126	figurative
1127	nonfigurative
1128	nonfigurative
1129	nonfigurative
1130	nonfigurative
1131	figurative
1132	nonfigurative
1133	nonfigurative
1134	nonfigurative
1135	figurative
1136	nonfigurative
1137	nonfigurative
1138	nonfigurative
1139	figurative
1140	nonfigurative
1141	nonfigurative
1142	nonfigurative
1143	nonfigurative
1144	nonfigurative
1145	nonfigurative
1146	figurative
1147	figurative
1148	nonfigurative
1149	nonfigurative
1150	nonfigurative
1151	nonfigurative
1152	nonfigurative
1153	nonfigurative
1154	nonfigurative
1155	nonfigurative
1156	nonfigurative
1157	nonfigurative
1158	nonfigurative
1159	figurative
1160	nonfigurative
1161	nonfigurative
1162	figurative
1163	figurative
1164	nonfigurative
1165	nonfigurative
1166	figurative
1167	figurative
1168	nonfigurative
1169	nonfigurative
1170	nonfigurative
1171	nonfigurative
1172	nonfigurative
1173	nonfigurative
1174	nonfigurative
1175	figurative
1176	nonfigurative
1177	nonfigurative
1178	nonfigurative
1179	nonfigurative
1180	nonfigurative
1181	nonfigurative
1182	figurative
1183	nonfigurative
1184	nonfigurative
1185	nonfigurative
1186	nonfigurative
1187	nonfigurative
1188	nonfigurative
1189	nonfigurative
1190	nonfigurative
1191	nonfigurative
1192	nonfigurative
1193	nonfigurative
1194	nonfigurative
1195	nonfigurative
1196	figurative
1197	figurative
1198	figurative
1199	nonfigurative
1200	nonfigurative
1201	nonfigurative
1202	nonfigurative
1203	figurative
1204	nonfigurative
1205	nonfigurative
1206	nonfigurative
1207	nonfigurative
1208	nonfigurative
1209	nonfigurative
1210	nonfigurative
1211	nonfigurative
1212	figurative
1213	figurative
1214	figurative
1215	nonfigurative
1216	nonfigurative
1217	figurative
1218	nonfigurative
1219	nonfigurative
1220	nonfigurative
1221	figurative
1222	nonfigurative
1223	figurative
1224	nonfigurative
1225	figurative
1226	nonfigurative
1227	nonfigurative
1228	nonfigurative
1229	figurative
1230	figurative
1231	nonfigurative
1232	nonfigurative
1233	figurative
1234	figurative
1235	figurative
1236	nonfigurative
1237	figurative
1238	nonfigurative
1239	nonfigurative
1240	figurative
1241	figurative
1242	nonfigurative
1243	figurative
1244	figurative
1245	nonfigurative
1246	nonfigurative
1247	figurative
1248	figurative
1249	nonfigurative
1250	figurative
1251	figurative
1252	nonfigurative
1253	nonfigurative
1254	figurative
1255	nonfigurative
1256	figurative
1257	figurative
1258	nonfigurative
1259	figurative
1260	nonfigurative
1261	nonfigurative
1262	nonfigurative
1263	nonfigurative
1264	nonfigurative
1265	nonfigurative
1266	nonfigurative
1267	nonfigurative
1268	figurative
1269	figurative
1270	nonfigurative
1271	nonfigurative
1272	nonfigurative
1273	nonfigurative
1274	nonfigurative
1275	nonfigurative
1276	nonfigurative
1277	nonfigurative
1278	nonfigurative
1279	nonfigurative
1280	nonfigurative
1281	nonfigurative
1282	nonfigurative
1283	nonfigurative
1284	nonfigurative
1285	nonfigurative
1286	nonfigurative
1287	nonfigurative
1288	nonfigurative
1289	nonfigurative
1290	nonfigurative
1291	nonfigurative
1292	nonfigurative
1293	nonfigurative
1294	nonfigurative
1295	nonfigurative
1296	nonfigurative
1297	nonfigurative
1298	figurative
1299	nonfigurative
1300	nonfigurative
1301	nonfigurative
1302	nonfigurative
1303	nonfigurative
1304	nonfigurative
1305	nonfigurative
1306	nonfigurative
1307	nonfigurative
1308	nonfigurative
1309	figurative
1310	nonfigurative
1311	nonfigurative
1312	nonfigurative
1313	nonfigurative
1314	nonfigurative
1315	nonfigurative
1316	nonfigurative
1317	nonfigurative
1318	nonfigurative
1319	nonfigurative
1320	nonfigurative
1321	nonfigurative
1322	nonfigurative
1323	nonfigurative
1324	nonfigurative
1325	nonfigurative
1326	nonfigurative
1327	figurative
1328	nonfigurative
1329	nonfigurative
1330	nonfigurative
1331	nonfigurative
1332	nonfigurative
1333	nonfigurative
1334	nonfigurative
1335	nonfigurative
1336	nonfigurative
1337	nonfigurative
1338	nonfigurative
1339	nonfigurative
1340	nonfigurative
1341	nonfigurative
1342	nonfigurative
1343	nonfigurative
1344	nonfigurative
1345	nonfigurative
1346	nonfigurative
1347	nonfigurative
1348	nonfigurative
1349	nonfigurative
1350	nonfigurative
1351	nonfigurative
1352	nonfigurative
1353	nonfigurative
1354	nonfigurative
1355	nonfigurative
1356	nonfigurative
1357	nonfigurative
1358	nonfigurative
1359	figurative
1360	nonfigurative
1361	nonfigurative
1362	figurative
1363	nonfigurative
1364	nonfigurative
1365	nonfigurative
1366	nonfigurative
1367	nonfigurative
1368	nonfigurative
1369	nonfigurative
1370	nonfigurative
1371	nonfigurative
1372	nonfigurative
1373	nonfigurative
1374	nonfigurative
1375	nonfigurative
1376	nonfigurative
1377	figurative
1378	nonfigurative
1379	nonfigurative
1380	figurative
1381	nonfigurative
1382	nonfigurative
1383	nonfigurative
1384	nonfigurative
1385	nonfigurative
1386	nonfigurative
1387	figurative
1388	nonfigurative
1389	nonfigurative
1390	nonfigurative
1391	figurative
1392	nonfigurative
1393	figurative
1394	nonfigurative
1395	nonfigurative
1396	nonfigurative
1397	figurative
1398	figurative
1399	figurative
1400	figurative
1401	figurative
1402	figurative
1403	nonfigurative
1404	nonfigurative
1405	figurative
1406	nonfigurative
1407	nonfigurative
1408	nonfigurative
1409	nonfigurative
1410	nonfigurative
1411	nonfigurative
1412	nonfigurative
1413	nonfigurative
1414	nonfigurative
1415	nonfigurative
1416	nonfigurative
1417	nonfigurative
1418	figurative
1419	nonfigurative
1420	figurative
1421	nonfigurative
1422	nonfigurative
1423	nonfigurative
1424	nonfigurative
1425	nonfigurative
1426	nonfigurative
1427	nonfigurative
1428	figurative
1429	nonfigurative
1430	nonfigurative
1431	nonfigurative
1432	nonfigurative
1433	nonfigurative
1434	nonfigurative
1435	nonfigurative
1436	nonfigurative
1437	nonfigurative
1438	nonfigurative
1439	nonfigurative
1440	nonfigurative
1441	nonfigurative
1442	nonfigurative
1443	nonfigurative
1444	nonfigurative
1445	nonfigurative
1446	nonfigurative
1447	nonfigurative
1448	nonfigurative
1449	figurative
1450	nonfigurative
1451	nonfigurative
1452	figurative
1453	figurative
1454	figurative
1455	figurative
1456	figurative
1457	figurative
1458	figurative
1459	figurative
1460	figurative
1461	figurative
1462	figurative
1463	nonfigurative
1464	figurative
